"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000012171",1267.55265196041,-0.733402722505216,0.106387195252358,-6.89371235669417,5.43548780454625e-12,1.55150765857895e-10
"ENSG00000012660",2382.65562280394,0.403370944671818,0.117978353735796,3.41902503212698,0.000628459446487993,0.00448636382996064
"ENSG00000012822",6054.74994366009,0.411278504249476,0.108296003516419,3.79772559369765,0.000146029853955875,0.00123645014500797
"ENSG00000013016",1955.99043126508,0.460102784976752,0.151675276364951,3.03347253424272,0.00241756716916263,0.014198085154489
"ENSG00000013293",244.497326184804,-2.88290651160475,0.2184897710988,-13.1946978437774,9.41315436568043e-40,1.92734335637307e-37
"ENSG00000013297",3431.57264316715,-1.77433844122914,0.172997903367767,-10.2564158679841,1.10740999686613e-24,1.09633589689747e-22
"ENSG00000013375",997.200227051774,-0.287128153115058,0.109414447378885,-2.62422522796079,0.00868463346755624,0.0411355746105227
"ENSG00000013523",345.192888791628,-0.309424320393573,0.131249988708411,-2.35751883439015,0.018397522008998,0.0744411748390134
"ENSG00000013561",887.466394445014,0.314834869446664,0.109979485936731,2.86266904018611,0.00420089109487143,0.0225672462822934
"ENSG00000013573",214.780152269764,-0.505986172752748,0.156449513238326,-3.2341818282423,0.00121991762278165,0.0079123382747587
"ENSG00000013583",1388.11952782407,0.388814193535577,0.12013884359088,3.23637369824902,0.0012105878581958,0.00786314781145346
"ENSG00000013619",1098.19724233405,0.359652524746907,0.119848042443549,3.00090445712796,0.00269179009707174,0.0155152507898396
"ENSG00000014216",3449.7740320896,0.268277880939626,0.0857981312374656,3.12684993332904,0.00176690091230063,0.0108396393046758
"ENSG00000014914",567.315945322154,-0.447211791359953,0.12114052394952,-3.69167786946595,0.000222779514732625,0.00180082606390868
"ENSG00000015153",229.952642021836,0.399675003320046,0.173610317634914,2.30213854087016,0.0213273605557652,0.0836492756975212
"ENSG00000015520",17.5128244945455,-2.82284609838886,0.613510758651745,-4.60113544641395,4.20194065743805e-06,5.10867522035889e-05
"ENSG00000016391",92.1114413835648,-2.00741601401991,0.263840001702244,-7.60845967657842,2.77381766589759e-14,1.04122180633631e-12
"ENSG00000017427",837.783043352648,-0.479205432156723,0.167443028016284,-2.86190137525535,0.00421107923049046,0.0226088276445104
"ENSG00000017483",445.787471591791,-1.00559205745649,0.198509909222233,-5.06570206694684,4.0689789241958e-07,5.97249745321216e-06
"ENSG00000017797",3342.94394079639,0.565128338854753,0.0925214957115513,6.10807612337591,1.00839258594107e-09,2.22389444473515e-08
"ENSG00000018189",992.70381375789,-0.308231786160429,0.101559135875375,-3.03499811714294,0.00240537188560916,0.014140290582351
"ENSG00000018625",671.45993481804,-0.915883775314417,0.120282388344907,-7.61444620377954,2.64824450883675e-14,9.98244133059007e-13
"ENSG00000019144",2982.95073834048,0.354065381058137,0.112279759085276,3.15342127506014,0.00161368746777588,0.0100190974480999
"ENSG00000019186",14.0876049307722,-4.32590664693474,0.85776776716924,-5.04321427373153,4.57776131898549e-07,6.61343441065323e-06
"ENSG00000019991",1197.69034090821,-0.974610564998966,0.136407880414532,-7.14482595900768,9.01099860759528e-13,2.86349511308028e-11
"ENSG00000019995",2078.38755449834,0.92756659892473,0.10348788068263,8.96304565139692,3.15831748029983e-19,1.955552039864e-17
"ENSG00000020129",1036.83841336722,-0.502914205777952,0.0984837944514596,-5.10656812706203,3.28062366829215e-07,4.88918753145475e-06
"ENSG00000020181",7857.82589382516,-0.33403194224079,0.116236981304548,-2.87371487535112,0.00405675015654735,0.0218780378092398
"ENSG00000020577",3105.00555637675,1.20330807236295,0.0924720030966981,13.0126744535278,1.03649957022653e-38,2.02996187568931e-36
"ENSG00000021355",621.897934398473,0.59661528031529,0.110253914211499,5.41128434833442,6.25743186584426e-08,1.06164225384917e-06
"ENSG00000021645",35.9587320894996,1.91054604032985,0.427639874947722,4.46765176087335,7.90829056369402e-06,9.07589677558209e-05
"ENSG00000021762",1366.06023766303,0.407523880100693,0.100191741278436,4.06743983985838,4.75324744118927e-05,0.000454827468907851
"ENSG00000021776",1158.88884923452,0.222774747301079,0.0976097541276556,2.28230005589125,0.0224716312545785,0.0871676753379967
"ENSG00000021826",322.936504332525,-0.304504201714756,0.12561394348683,-2.42412739591033,0.0153452213019263,0.0644499294680905
"ENSG00000022267",10395.0649374008,0.511172820783558,0.0834638644779174,6.12448062381299,9.09798839727162e-10,2.02379697459309e-08
"ENSG00000022840",2666.0811750617,0.276783178992245,0.0797339198463843,3.47133540562782,0.000517876704650282,0.00377624543277571
"ENSG00000023171",81.8708730879176,-0.713981164182467,0.246990640110779,-2.89072154257439,0.00384358515140393,0.0209352228712201
"ENSG00000023318",1403.07852202876,0.226722709559208,0.0897903464965838,2.52502321692047,0.011569064596725,0.051737752768377
"ENSG00000023330",959.552341132927,-0.268586995150614,0.0959807529670521,-2.79834223891548,0.00513656550680319,0.0267564721889505
"ENSG00000023608",233.123400185064,0.725105279779338,0.143301912114681,5.05998328339856,4.19293236328347e-07,6.14213457899524e-06
"ENSG00000023697",480.854784489581,0.31843591420075,0.108958184441557,2.92255158098336,0.00347176111435221,0.0191843137686087
"ENSG00000023734",2022.2879755095,0.280485627114852,0.0952298356648256,2.94535452210649,0.00322584806394757,0.0180451196573137
"ENSG00000023902",704.742817805762,0.409264027199925,0.101495079701268,4.03235337520317,5.52210684331185e-05,0.000520111453752185
"ENSG00000023909",1927.71101011188,1.2220352027264,0.117058851616311,10.439494201873,1.6368047835134e-25,1.74508571534583e-23
"ENSG00000024422",11727.0004072955,0.174290364231048,0.0766469932160456,2.27393609218009,0.0229698292614256,0.0887752860644288
"ENSG00000025423",169.20409821807,-1.99290326518309,0.242715349830145,-8.21086621253147,2.19598460782348e-16,1.01195014485328e-14
"ENSG00000025708",144.696532500223,1.23104228402133,0.199332566714295,6.17582116316093,6.5820459077077e-10,1.49364361668863e-08
"ENSG00000025772",764.29590321352,-0.489107462651541,0.116794287284468,-4.18776871731968,2.817103790977e-05,0.000284361770900972
"ENSG00000026025",29589.4324920623,-0.40066106987205,0.13310294436908,-3.01015933021782,0.00261110677832857,0.015111701799831
"ENSG00000026950",733.925100832699,-0.889746457356436,0.105749865753778,-8.41368876465596,3.97314070088232e-17,1.96131641502733e-15
"ENSG00000027001",526.295499014459,-0.342386042799187,0.129380588630087,-2.64634785190307,0.00813660986041052,0.0390219420987162
"ENSG00000027075",80.8086056438928,1.06889215066495,0.267525793611961,3.99547324477935,6.45651488624234e-05,0.000597808248819705
"ENSG00000027697",1439.34263801554,0.395728873534163,0.133278027241125,2.96919816211126,0.00298577982187719,0.016928187800687
"ENSG00000028137",518.90384690796,0.848879636155436,0.179940114302822,4.7175675054138,2.38681216244251e-06,3.02430249949994e-05
"ENSG00000028277",34.4574837048717,-2.09083583348178,0.374446747773243,-5.58380022236952,2.35319005904119e-08,4.30454603896488e-07
"ENSG00000028839",420.303201368818,-0.335132575358072,0.132749427743258,-2.52455005686525,0.0115846505274537,0.0517925116913829
"ENSG00000029993",586.925199671926,-0.373494539625472,0.106118533625833,-3.51959763166715,0.000432201932770456,0.00321528258656403
"ENSG00000030582",11064.5411038889,-0.18746906860455,0.072904466408004,-2.57143461630175,0.0101278137449601,0.0465337928529671
"ENSG00000031081",329.249628016212,-0.702683196136462,0.131511308497107,-5.34313896019003,9.13506783020038e-08,1.50178514748677e-06
"ENSG00000031698",2847.44870718974,-0.536481618218004,0.0917885415972033,-5.84475588001226,5.0731167831684e-09,1.01676772190354e-07
"ENSG00000031823",1526.65531808186,-0.393548321080205,0.12037382961348,-3.26938440310396,0.00107781766900504,0.00711881186221876
"ENSG00000032742",221.768456424455,-0.64240519105997,0.146084332919395,-4.39749546184688,1.09507173718611e-05,0.000121871541449162
"ENSG00000033050",1269.11511064059,0.345037815175613,0.0947756248274223,3.64057547290134,0.000272029351058203,0.00214504369687821
"ENSG00000033327",1291.54212703806,0.368993848352783,0.115420062090221,3.19696456292276,0.00138881987447204,0.00884857019032436
"ENSG00000033627",792.836070909825,0.429993802781549,0.139805120807097,3.07566561438658,0.00210033248356655,0.0125936075503834
"ENSG00000033867",2313.67894079298,-0.926528931003315,0.0971399458256402,-9.53808367019654,1.45495909302219e-21,1.12512673553965e-19
"ENSG00000034152",1144.90078631016,0.892006482413943,0.172434326367983,5.17302152768793,2.3033846343726e-07,3.5411590735602e-06
"ENSG00000034533",105.286685658741,-0.675498591154525,0.208306351337359,-3.24281322589407,0.00118355771596025,0.00770981306079966
"ENSG00000034693",267.260287149347,-0.40677844145769,0.133206857175198,-3.05373499595956,0.00226011631990207,0.0133901079684455
"ENSG00000034713",1399.28597316228,0.369290850562941,0.0941202015689695,3.92360879393497,8.72323451407894e-05,0.000781189062995399
"ENSG00000035115",464.17807490012,-0.461215349707379,0.120711404299396,-3.82081007494075,0.000133014057218171,0.00113746904744044
"ENSG00000035403",16756.3935853298,0.856364720196939,0.102468799536672,8.35732168298178,6.41581782555568e-17,3.14130993426256e-15
"ENSG00000035664",633.042902717231,1.68365086893896,0.161143268550119,10.4481613416902,1.49393354509797e-25,1.60224372711758e-23
"ENSG00000035681",1037.24201080533,-0.336664320245736,0.0996646762601961,-3.37797033892732,0.000730229566814385,0.00511050072503306
"ENSG00000037241",295.768958420528,0.318505345521949,0.131173408870942,2.42812432994951,0.0151771393945746,0.06384816661486
"ENSG00000037637",628.295033432323,0.356815530191486,0.120886443260998,2.95165876806475,0.00316072008006264,0.0177358624735499
"ENSG00000037749",833.330085366817,0.237849714523738,0.103523039847875,2.29755342263184,0.0215872192000099,0.0844277220633336
"ENSG00000038274",1701.28343342274,0.52717424604841,0.11397988108594,4.62515174630621,3.74324249630334e-06,4.58191190885826e-05
"ENSG00000038427",8574.80195016266,-0.378364701372209,0.112151638620915,-3.37368857044634,0.000741682269392167,0.00517970198833646
"ENSG00000038945",157.657823352476,-0.725020605527064,0.180562063668378,-4.01535400513945,5.93566330355481e-05,0.000554426031122087
"ENSG00000039523",1099.93441545192,0.223197618377842,0.0968788198394105,2.30388457196136,0.0212291239785337,0.0833710453019225
"ENSG00000039537",22.9519717719,1.86800700849954,0.484907035690546,3.85229924709042,0.000117013899873037,0.00101607539658428
"ENSG00000039560",5050.92218159088,0.50494945768367,0.120012513484649,4.20747339608265,2.5824179405265e-05,0.000263464668559246
"ENSG00000040199",302.461586116652,0.327387300147768,0.137204518799542,2.38612622246127,0.0170269059479951,0.0700275716436831
"ENSG00000040731",72.2700084929553,-1.90476025660497,0.311360316214795,-6.11754342930122,9.50288673926937e-10,2.10347682147611e-08
"ENSG00000041353",59.9423683987137,-1.5454649133991,0.365301833240525,-4.23065195071585,2.33014976323244e-05,0.000241152432130512
"ENSG00000041515",10.1316966637824,1.72223715433725,0.625195658840974,2.75471707134057,0.00587429085225245,0.0298822621614581
"ENSG00000041982",3704.14799078904,-0.810867297354274,0.165012391180797,-4.91397822643418,8.9246665667819e-07,1.21270469230978e-05
"ENSG00000042088",190.048001902712,-0.420330143835604,0.158701576866702,-2.64855682050753,0.00808362591644591,0.0388091584765581
"ENSG00000042286",594.47788466021,0.706223823355891,0.109638539918824,6.44138296513963,1.18389722903984e-10,2.87873957798109e-09
"ENSG00000042753",1185.37622159994,0.232792267992997,0.104611276281254,2.22530759845737,0.0260605957066722,0.0980496582674504
"ENSG00000043143",1529.01864360997,0.31444297834423,0.0943439074279024,3.33294419233725,0.000859321773164482,0.00587377075450593
"ENSG00000044090",1103.21015795641,-0.509604714798828,0.106016351629013,-4.80685014121319,1.53326833478408e-06,2.01358810904808e-05
"ENSG00000044459",491.461169884987,-0.271294146210706,0.121071644813128,-2.24077360664789,0.0250407434123318,0.0951463759602268
"ENSG00000046653",1090.45825722703,2.39616735115212,0.190114138736409,12.6038356067477,2.01120883577902e-36,3.55274125520258e-34
"ENSG00000046889",33.8519764903656,-1.04876544246777,0.400342645167943,-2.61966956337568,0.00880150044651058,0.0415689213748959
"ENSG00000047056",546.056181079742,0.279771937572363,0.11437235078484,2.44615010229769,0.0144390872886672,0.0614172508893307
"ENSG00000047621",383.050510592111,-0.372349380920218,0.12836220867165,-2.90077106629324,0.00372245726302376,0.0203554582595333
"ENSG00000047644",1543.57671014943,0.325860164249035,0.115357047727705,2.82479632296255,0.00473106793151767,0.0249983524897611
"ENSG00000048052",371.94998120206,-0.475543051583358,0.117793596006964,-4.03708747931629,5.41188926238646e-05,0.000511334141214888
"ENSG00000048140",894.097476091799,0.230455199681278,0.0975771324782295,2.36177466818565,0.0181876932682699,0.0737910059238204
"ENSG00000048162",119.814232940787,0.526870048511869,0.219821896631128,2.39680421553265,0.0165387581132329,0.0684889321269205
"ENSG00000048342",829.359722449446,-0.410178880194985,0.101164853040389,-4.05455914645795,5.02289406915302e-05,0.000477585780147752
"ENSG00000048405",363.389429638927,0.382152654734909,0.128917026610253,2.96433035094927,0.00303342449989367,0.0171497466705629
"ENSG00000048471",2143.36120391379,0.428483632986227,0.134134151049269,3.19444101024534,0.00140101914213221,0.00891368746572673
"ENSG00000048540",60.0652121202479,1.39533921293777,0.278207671203443,5.0154591600654,5.29069623188141e-07,7.54772483816621e-06
"ENSG00000048707",3202.46947491404,0.64595666210064,0.0883711111634871,7.30959081079807,2.67957112609696e-13,9.19628810476476e-12
"ENSG00000048740",5644.03525099775,0.928606369916095,0.116753717288396,7.95354864481378,1.81243567225268e-15,7.73849903854238e-14
"ENSG00000049089",68.1250661910953,-0.774023824675875,0.234330939827845,-3.30312260619329,0.000956145730805217,0.00644754258145524
"ENSG00000049239",6159.39548192551,0.399493376671779,0.104571605711415,3.82028538200184,0.000133297351103466,0.00113935088813199
"ENSG00000049246",196.030110621098,-2.20784943323338,0.268632264144224,-8.21885427748927,2.05456505625661e-16,9.49209055990556e-15
"ENSG00000049323",20169.9020554026,0.695500546284794,0.0898210083698498,7.74318345905202,9.69579812865752e-15,3.86501970535733e-13
"ENSG00000049540",7125.27734211012,0.955996531179752,0.124394173305208,7.68521953865283,1.52734851422897e-14,5.9055290835574e-13
"ENSG00000049656",1482.92470521912,0.257906248253099,0.0890430066952986,2.89642340061183,0.00377442774334124,0.0206076695334186
"ENSG00000049759",1212.98843820386,-1.12077920970647,0.156629421637633,-7.15561098284221,8.33010628485507e-13,2.6564930095667e-11
"ENSG00000050165",17410.5213047512,0.247254693316576,0.0806921161432882,3.06417411184899,0.00218271837060873,0.0129947584788021
"ENSG00000050393",561.384857895989,0.398941274175094,0.118965349825815,3.35342412525337,0.000798182945994443,0.00551867241785413
"ENSG00000051108",2272.41984444954,0.748987052638026,0.0868062018517521,8.62826660607901,6.22887504504273e-18,3.35020509139045e-16
"ENSG00000051180",41.2120698899343,0.947345798569026,0.314003355444614,3.01699259623397,0.00255296047226586,0.0148581874851023
"ENSG00000051382",355.97384317895,0.358331817196179,0.14524672302214,2.46705612175193,0.0136229004341196,0.0586657313628029
"ENSG00000051523",679.094298546344,0.266444688751348,0.104038903423941,2.56101016045537,0.0104368303806349,0.047643985254188
"ENSG00000051620",1175.49900412891,0.409985822999457,0.0929714780994677,4.40980213911221,1.03465109665675e-05,0.000115934971763441
"ENSG00000051825",225.873309609759,-0.439377618246305,0.143885486740468,-3.05366182649699,0.0022606675790882,0.0133901079684455
"ENSG00000052126",1417.16399441318,-0.287638043163374,0.114528081397689,-2.51150669471687,0.0120217005640942,0.0532083654613176
"ENSG00000053254",3773.07587769826,0.399698835307638,0.132570606372845,3.01498836162457,0.00256989116721791,0.014927240184053
"ENSG00000053747",1196.32141855668,0.954816426439578,0.185937570069594,5.13514523225296,2.81926226084018e-07,4.27588109560761e-06
"ENSG00000054118",2789.53481627354,-0.192256504400028,0.0762059938752437,-2.52285279179968,0.011640711971358,0.0519678761892788
"ENSG00000054277",130.03676665067,0.82499774270565,0.20672352048946,3.99082668847889,6.58433841022964e-05,0.000608081032678204
"ENSG00000054282",484.72342826766,-0.373271955710982,0.128607191852797,-2.90241898865365,0.00370292918686441,0.0202609711779299
"ENSG00000054938",93.3812373991456,-1.51173452724837,0.279729882747891,-5.40426540203011,6.50745311860775e-08,1.09991829541346e-06
"ENSG00000054965",1640.61562470618,-0.250604532685097,0.0861686541888728,-2.9083027354216,0.00363396360581824,0.0199078006231782
"ENSG00000054983",663.796869257133,0.29925484201532,0.102926928585802,2.9074494510526,0.0036438923107899,0.0199561251233473
"ENSG00000055070",2348.15261586874,0.23699742721124,0.0992989398436213,2.38670652057786,0.0170000561276543,0.0699490777136504
"ENSG00000055130",1288.106647079,0.278855293831093,0.093283765299573,2.98932287880503,0.0027959650047449,0.0160438526928324
"ENSG00000055163",284.232234651173,-1.00310448039898,0.14644392513122,-6.84975139460481,7.39784370442786e-12,2.06978801034753e-10
"ENSG00000055211",2396.81789077577,0.268288017876391,0.0832710333422297,3.2218648803573,0.00127359181391472,0.00821022443760839
"ENSG00000055609",1982.6384384386,-0.200797409083871,0.0851432415567295,-2.35834818374965,0.0183564664991149,0.0743251266024836
"ENSG00000055813",22.0014808141587,-1.37871141110323,0.485079293861822,-2.84223925562151,0.00447978586974481,0.0238948436356015
"ENSG00000056277",154.114656967796,-0.454354942333242,0.185445351050186,-2.4500745894152,0.0142826624276011,0.0609389087427224
"ENSG00000056586",1378.69389410723,0.367978890844765,0.086516013788799,4.2533038073514,2.10639490655363e-05,0.000220400832905246
"ENSG00000056661",633.917908561629,-0.282341747786646,0.104534061999992,-2.70095452510655,0.00691407913495808,0.0341122338044016
"ENSG00000056736",73.8587890213004,-1.0121658095309,0.228118810878086,-4.43701159774953,9.12163807537755e-06,0.000103432142757805
"ENSG00000057252",1226.19153273194,0.657588229814204,0.111783270339178,5.88270702600593,4.03610002978204e-09,8.21722602673591e-08
"ENSG00000057294",15.1124254715635,1.96987376528764,0.610545256340733,3.22641728001289,0.00125350459621551,0.00810683625793651
"ENSG00000057657",212.553567505953,1.20834834547515,0.234419442321403,5.15464218116528,2.5411569017203e-07,3.89010748132509e-06
"ENSG00000058056",430.915536327973,0.367485768045806,0.12951146084708,2.83747681975198,0.00454716484573461,0.0241969333108229
"ENSG00000058063",1642.47387625129,0.364564204472507,0.0869512946122939,4.19274038527038,2.75604788409297e-05,0.000278980172896556
"ENSG00000058085",71.1878221681526,0.905335302734779,0.244834427567433,3.69774509136559,0.000217523160411839,0.00176228970517109
"ENSG00000058262",9475.10103923796,-0.294095299683479,0.0925896963167025,-3.17632859143989,0.00149151902971345,0.00937689807305548
"ENSG00000058272",1667.44783426186,0.320732669780523,0.0889970057353865,3.60385910885758,0.000313527054586664,0.00243287272590117
